Id;Beschreibung;RAM-Priority;opaque;Triggered;Layer;Speed;FloorDist;BaseX;BaseY;GridX;GridY;MinY;MaxY;Obstacle;TGA-Name
456;Fließband n. rechts;99;0;0;20;2;-30;43;40;44;22;-999;999;41;FLC02 FLC01 FLC07 FLC06 FLC05 FLC04 FLC03
457;Fließband n. rechts;99;0;0;20;2;-30;9;40;44;22;-999;999;41;FLB07 FLB06 FLB05 FLB04 FLB03 FLB02 FLB01
458;Fließband n. rechts;99;0;0;20;2;-30;-6;40;44;22;-999;999;41;FLA05 FLA04 FLA03 FLA02 FLA01 FLA07 FLA06
459;Fließband n. unten;99;0;0;20;2;-30;1;60;44;22;-999;999;42;TC01 TC07 TC06 TC05 TC04 TC03 TC02
460;Fließband n. unten;99;0;0;20;2;-30;12;55;44;22;-999;999;42;TB07 TB06 TB05 TB04 TB02 TB02 TB01
461;Fließband n. unten;99;0;0;20;2;-30;2;55;44;22;-999;999;42;TA06 TA05 TA04 TA03 TA02 TA01 TA07
470;Kofferdurchleuchter Background-Teil;99;0;0;20;1;-30;2;49;44;22;-999;999;0;KASTENBK
471;Kofferdurchleuchter;99;0;1;20;2;0;2;49;44;22;-999;999;0;KASTEN01 KASTEN02 KASTEN03 KASTEN04 KASTEN05 KASTEN06 KASTEN05 KASTEN04 KASTEN03 KASTEN02
480;Urwald;99;0;0;20;0;-30;1;164;44;1;-999;999;0;URWALD1
481;Urwald;99;0;0;20;0;-40;1;164;44;1;-999;999;0;URWALD2
492;Logobar über CheckIn;99;0;0;61;1;0;0;140;44;1;162;162;0;LOGOBAR9 LOGOBAR0 LOGOBAR1 LOGOBAR2 LOGOBAR3
499;Check-In rechts;18;0;0;20;0;-35;-1;164;44;1;171;171;0;CHECKIN2
500;Check-In links;18;0;0;20;0;0;13;164;44;1;171;171;0;CHECKIN1
501;Zaun: Warteraum;10;0;0;20;0;0;41;4;44;22;-999;999;0;WARTE1
502;Zaun: Warteraum;10;0;0;20;0;0;-3;4;44;22;-999;999;0;WARTE2
503;Zaun: Warteraum;10;0;0;20;0;0;23;4;44;22;-999;999;0;WARTE3
504;Zaun: Warteraum;10;0;0;20;0;0;27;-4;44;22;-999;999;0;WARTE4
505;Zaun: Warteraum;10;0;0;20;0;0;27;-4;44;22;-999;999;0;WARTE5
506;Glas: Warteraum;99;2;0;20;0;0;-3;4;44;22;-999;999;10;WARTE6
507;Glas: Warteraum;99;2;0;20;0;0;-4;-3;44;22;-999;999;11;WARTE7
508;Zaun: Warteraum;10;0;0;20;0;0;23;4;44;22;-999;999;0;WARTE8
520;Tresen (Abflug);99;0;0;20;0;0;31;0;44;1;93;93;0;TRESEN1
521;Minidurchleuchter (Abflug);99;0;0;20;1;0;0;9;44;1;176;176;0;TRESEN2 TRESEN2B TRESEN2C
522;Tresen (Abflug);99;0;0;20;1;-28;22;4;44;1;173;173;0;TRESEN3 TRESEN3B TRESEN3C
523;Tresenhintergrund;99;1;0;4;0;0;-8;0;44;1;143;143;0;TRESEN4
534;Monitore;99;0;0;20;16;99;-6;0;44;1;122;122;0;MONI1 MONI2 MONI3 MONI4
602;Saeule.lbm;99;0;0;65;0;0;17;-13;44;22;311;311;0;SAEULE0
603;Abflugmonitor;99;0;0;65;0;0;17;-13;44;22;311;311;0;ZSCREEN
609;SeitenWn.lbm;99;0;0;19;0;0;1;105;44;22;105;105;0;SEITENWN
612;DutyFree.lbm;99;1;0;19;0;0;1;171;44;1;171;171;0;DUTY1
613;DutyFree.lbm;99;0;0;20;0;2;1;171;44;1;171;171;0;DUTY2
614;Bank.lbm;99;1;0;19;0;0;-29;171;44;1;203;203;0;BANK_A
615;Bank.lbm;99;0;0;20;0;2;1;171;44;1;171;171;0;BANK_B
616;Kiosk.lbm;99;0;0;20;0;0;1;171;44;1;171;171;0;KIOSK
617;Arab-Air.lbm;99;0;0;20;0;0;13;171;44;1;109;109;25;ARABAIR1
622;Arab-Air.lbm;99;1;0;19;0;0;13;171;44;1;109;109;0;ARABAIR2
624;Arab-Air.lbm;99;0;0;20;0;102;13;171;44;1;109;109;0;ARABAIR3
623;Pflanze (durchgehbar);99;0;0;20;0;0;34;5;44;22;-999;999;0;PLANT03
618;Museum.lbm;99;1;0;19;0;0;85;171;44;1;206;206;0;MUSEUM1
619;Museum.lbm;99;0;0;20;0;0;88;171;44;1;171;171;0;MUSEUM2
620;Museum.lbm;99;0;0;20;0;0;29;181;44;22;100;409;0;MUSEUM3
621;Flugzeug auf Museum;99;0;0;60;0;0;29;181;44;22;100;409;0;MUSEFLUG
633;MuseumEingang;99;0;0;20;0;6;29;181;44;22;100;409;0;MUSEUM6
625;L.E.M.;99;0;0;60;0;0;0;0;1;1;-999;999;0;LEM01
626;L.E.M. (Hintergrund);99;0;0;60;0;-60;0;0;1;1;-999;999;0;LEM02
627;Fernglas3;99;0;0;60;0;-20;0;0;1;1;-999;999;0;FERNGLS3
628;Fernglas;99;0;0;60;0;-20;0;0;1;1;-999;999;0;FERNGLAS
629;Fernglas2;99;0;0;60;0;-20;0;0;1;1;-999;999;0;FERNGLS2
630;LastMinute links;99;0;0;20;0;0;20;171;44;1;170;171;0;LASTMIN1
631;LastMinute rechts;99;0;0;20;0;-44;20;171;44;1;170;171;0;LASTMIN2
632;LastMinute Top;99;0;0;20;0;104;20;171;44;1;170;171;0;LASTMIN3
640;Reisebuero links;99;0;0;20;0;0;4;171;44;1;170;171;0;REISEB1
641;Reisebuero rechts;99;0;0;20;0;-44;4;171;44;1;170;171;0;REISEB2
642;Reisebuero top;99;0;0;20;0;52;4;171;44;1;170;171;0;REISEB3
643;Designerraum;99;0;0;70;0;0;4;171;44;1;170;171;0;HITECH1A
644;Designerraum;99;0;0;60;0;-31;4;171;44;1;170;171;0;HITECH1B
645;Designerraum;99;0;0;6;0;0;4;171;44;1;170;171;0;HITECH2
655;WC;99;0;0;20;0;0;13;171;44;1;-999;999;0;WC
656;WC-Hintergrund;99;1;0;11;0;0;13;171;44;1;-999;999;0;BACKWC1
657;WC-Hintergrund;99;1;0;11;0;0;13;171;44;1;-999;999;0;BACKWC2
660;Rick's Cafe;99;1;0;21;6;0;3;171;44;1;167;167;0;BARA01 BARA02 BARA03 BARA04 BARA03 BARA02
661;Bar;99;0;0;20;0;0;3;171;44;1;167;167;0;BAR
669;Bar-Rechter Abschnitt;99;0;0;20;0;-108;3;171;44;1;167;167;0;BARR
670;Glas auf Bar;99;0;0;20;0;0;3;171;44;1;167;167;0;GLASS
662;Tischchen;99;0;0;20;0;0;13;167;44;22;-999;999;1;TISCH
663;Hocker;99;0;0;20;0;0;0;161;44;22;-999;999;1;HOCKER
664;Sitze;99;0;0;20;0;0;13;171;44;22;-999;999;0;STUHL01
665;Sitze;99;0;0;20;0;0;13;171;44;22;-999;999;0;STUHL02
666;Sitze;99;0;0;20;0;0;13;171;44;22;-999;999;0;STUHL03
667;Sitze;99;0;0;20;0;0;13;171;44;22;-999;999;0;STUHL04
668;Sitze;99;0;0;20;0;0;13;171;44;22;-999;999;0;STUHL05
700;Office-BackGrnd;5;1;0;51;0;0;-21;-4;44;22;65;65;0;OFFICEB
701;StdOffice;99;0;0;60;0;72;-28;-4;44;22;21;21;0;OFF_TW
702;Office-Parts;18;0;0;60;0;72;-28;-4;44;22;21;21;0;OFF_TY
703;Office-Parts;18;0;0;60;0;72;-28;-4;44;22;21;21;0;OFF_TB
704;Office-Parts;18;0;0;60;0;72;-28;-4;44;22;21;21;0;OFF_TR
705;Office-Parts;18;0;0;60;0;72;-28;-4;44;22;21;21;0;OFF_TG
706;Makler-Büro;99;0;0;60;0;0;0;-5;44;22;21;21;23;OFFICE3
707;Office-BackGrnd;5;1;0;51;0;0;-21;-4;44;22;65;65;0;OFFICEV
708;Office-BackGrnd;5;1;0;51;0;0;-21;-4;44;22;65;65;0;OFFICER
709;Office-BackGrnd;5;1;0;51;0;0;-21;-4;44;22;65;65;0;OFFICEG
710;Treppe.lbm;99;0;0;59;0;0;-31;-26;44;1;-21;-21;0;TREPPE1
711;Treppe.lbm;99;0;0;19;0;0;-22;-47;44;1;0;0;0;TREPPE2
712;Treppe.lbm;99;0;0;20;0;0;-9;106;44;1;106;106;0;TREPPE3
713;Treppe.lbm;99;0;0;60;0;0;0;85;44;1;83;83;0;TREPPE4
714;Pflanze (oben);99;0;0;60;0;0;34;5;44;22;-999;999;1;PLANT07
715;Füllung neben der Treppe;99;0;0;50;0;0;0;85;44;1;83;83;0;UPLOCH
716;Treppe rechts oben;99;0;0;60;0;0;0;85;44;1;83;83;0;TREPPE5
717;Verkleidung vom Fenster;99;0;0;6;0;0;0;85;44;1;83;83;0;TREPPE6
718;Tür: Security Vordergrund;99;0;0;60;2;0;23;-5;44;1;65;65;0;DOORSEVX DOORSEVX DOORSEVX DOORSEVX DOORSEVX DOORSEVO
719;Tür: Security;99;0;0;52;2;0;23;-5;44;1;65;65;0;DOORSE01 DOORSE03 DOORSE05 DOORSE07 DOORSE09 DOORSE11
720;Tür: Büro;99;0;0;52;2;0;23;-5;44;1;65;65;0;DOORB1 DOORB2 DOORB3 DOORB4
721;Tür: Personal;99;0;0;52;2;0;23;-5;44;1;65;65;0;DOORP1 DOORP2 DOORP3 DOORP4
722;Tür: Werbeagentur;99;0;0;52;2;0;23;-5;44;1;65;65;0;DOORW1 DOORW2 DOORW3 DOORW4
723;Tür: Konferenz;99;0;0;52;2;0;23;-5;44;1;65;65;0;DOORK1 DOORK2 DOORK3 DOORK4
724;Tür: Makler;99;0;0;52;2;0;23;-5;44;1;65;65;0;DOORM1 DOORM2 DOORM3 DOORM4
725;Tür: WC1;99;0;0;12;2;0;23;-5;44;1;65;65;0;DOORWCF1 DOORWCF2 DOORWCF3 TRANS
726;Tür: WC2;99;0;0;12;2;0;23;-5;44;1;65;65;0;DOORWCH1 DOORWCH2 DOORWCH3 DOORWCH3
727;Tür: ArabAir;99;0;0;20;2;-23;23;-5;44;1;65;65;0;DOORAR01 DOORAR02 DOORAR04 DOORAR05 DOORAR07 DOORAR08 DOORAR10 DOORAR11 DOORAR13 DOORAR15
728;Tür: leere Werbeagenur;99;0;0;52;2;0;23;-5;44;1;65;65;0;DOORL1 DOORL2 DOORL3 DOORL4
729;Tür: Fracht;99;0;0;20;2;-30;23;-5;44;1;65;65;0;WALINKSA WALINKSB WALINKSC WALINKSD
730;Logos der Spieler für die Türen;18;0;0;60;0;53;-28;-4;44;22;21;21;0;LOGBBUR
731;Logos der Spieler für die Türen;18;0;0;60;0;53;-28;-4;44;22;21;21;0;LOGVBUR
732;Logos der Spieler für die Türen;18;0;0;60;0;53;-28;-4;44;22;21;21;0;LOGRBUR
733;Logos der Spieler für die Türen;18;0;0;60;0;53;-28;-4;44;22;21;21;0;LOGGBUR
734;Explosion-Platzhalter;99;0;0;60;0;-6;-28;-4;44;22;21;21;0;EXDOOR1
735;Explosion-Platzhalter;99;0;0;60;0;-6;-28;-4;44;22;21;21;0;EXDOOR2
736;Explosion-Platzhalter;99;0;0;60;0;-6;-28;-4;44;22;21;21;0;EXDOOR3
737;Explosion-Platzhalter;99;0;0;60;0;-6;-28;-4;44;22;21;21;0;EXDOOR4
738;Explosion / letztes Bild;99;0;0;60;0;58;-28;-4;44;22;21;21;0;EXPL
739;Hintergrund: Werbeagentur;19;1;0;51;0;0;-21;-4;44;22;65;65;0;HINTWL
740;Hintergrund: Konferenz;19;1;0;51;0;0;-21;-4;44;22;65;65;0;HINTK
741;Hintergrund: Makler;19;1;0;51;0;0;-21;-4;44;22;65;65;0;HINTM
742;Hintergrund: Personal;19;1;0;51;0;0;-21;-4;44;22;65;65;0;HINTP
743;Hintergrund: Werbeagentur;19;1;0;51;0;0;-21;-4;44;22;65;65;0;HINTW
744;Hintergrund: Sabotage;19;1;0;11;0;0;-21;-4;44;22;265;265;0;ARABBACK
745;Office-Parts;15;0;0;60;0;1;3;-4;44;22;27;27;0;OFF_LL
746;Office-Parts;15;0;0;60;0;0;-34;-4;44;22;65;65;10;OFF_L
747;Office-Parts;15;1;0;60;0;-2;13;-4;44;22;21;21;10;OFF_R
748;Office-Parts;15;1;0;60;0;-2;1;-4;44;22;21;21;10;OFF_RR
749;Hintergrund: Werbeagentur;19;1;0;51;0;0;-21;-4;44;22;65;65;0;OFFDRK
750;Seitenwand: Büro;18;0;0;60;0;0;1;105;44;22;105;105;0;OFFICE9
760;GateSmacker-Platzhalter;99;0;0;20;0;-27;-28;-4;44;22;21;21;0;EXGATE1
761;GateSmacker-Platzhalter;99;0;0;20;0;-27;-28;-4;44;22;21;21;0;EXGATE2
762;GateSmacker-Platzhalter;99;0;0;20;0;-27;-28;-4;44;22;21;21;0;EXGATE3
763;GateSmacker-Platzhalter;99;0;0;20;0;-27;-28;-4;44;22;21;21;0;EXGATE4
764;GateSmacker-Platzhalter;99;0;0;20;0;-27;-28;-4;44;22;21;21;0;EXGATE5
765;GateSmacker-Platzhalter;99;0;0;20;0;-27;-28;-4;44;22;21;21;0;EXGATE6
766;GateSmacker-Platzhalter;99;0;0;20;0;-27;-28;-4;44;22;21;21;0;EXGATE7
767;GateSmacker-Platzhalter;99;0;0;20;0;-27;-28;-4;44;22;21;21;0;EXGATE8
768;GateSmacker-PrePlatzhalter;99;0;0;20;0;-10;-28;-4;44;22;21;21;0;PREGATE1
769;GateSmacker-PrePlatzhalter;99;0;0;20;0;-10;-28;-4;44;22;21;21;0;PREGATE2
770;GateSmacker-PrePlatzhalter;99;0;0;20;0;-10;-28;-4;44;22;21;21;0;PREGATE3
771;GateSmacker-PrePlatzhalter;99;0;0;20;0;-10;-28;-4;44;22;21;21;0;PREGATE4
772;GateSmacker-PrePlatzhalter;99;0;0;20;0;-10;-28;-4;44;22;21;21;0;PREGATE5
773;GateSmacker-PrePlatzhalter;99;0;0;20;0;-10;-28;-4;44;22;21;21;0;PREGATE6
774;GateSmacker-PrePlatzhalter;99;0;0;20;0;-10;-28;-4;44;22;21;21;0;PREGATE7
775;GateSmacker-PrePlatzhalter;99;0;0;20;0;-10;-28;-4;44;22;21;21;0;PREGATE8
780;Treppenstück-hinten;99;0;0;20;0;4;-20;-4;44;22;65;65;0;STAIRS1
781;Treppe außen-vorne;99;0;0;62;0;0;1;105;44;22;105;105;0;STAIRS2
790;Werkstatt;99;1;0;70;0;0;0;0;1;1;-999;999;0;WERK1
791;Werkstatt;99;0;0;70;0;0;0;0;1;1;-999;999;0;WERK2
792;Werkstatt;99;0;0;70;0;0;0;0;1;1;-999;999;0;WERK3
793;Werkstatt;99;1;0;71;0;0;0;0;1;1;-999;999;0;WERK4
800;Hund;99;0;0;20;6;0;0;0;1;1;-999;999;0;HUND01 HUND02 HUND03 HUND04 HUND05
801;Guard-Kopf;99;0;0;20;12;57;0;0;1;1;-999;999;0;VIKOPF01:20 VIKOPF02 VIKOPF03:10 VIKOPF02 VIKOPF01 VIKOPF04 VIKOPF05:10 VIKOPF04 VIKOPF04
802;Guard-Körper;99;0;0;20;5;13;0;0;1;1;-999;999;0;VID01:50 VID02 VID03 VID04 VID05 VID05:40 VID04  VID03  VID02
803;Guard-Füße;99;0;0;20;8;-8;0;0;1;1;-999;999;0;VIFEET01 VIFEET02
810;Check-In 1;99;0;0;20;8;51;0;0;1;1;-999;999;0;HOT1_01 HOT1_02:3 HOT1_03:2 HOT1_02:2 HOT1_03 HOT1_02 HOT1_03 HOT1_02 HOT1_01:3 HOT1_04:5 HOT1_01 HOT1_02 HOT1_01 HOT1_02 HOT1_01  HOT1_04:3  HOT1_01:2
811;Check-In 2;99;0;0;20;8;51;0;0;1;1;-999;999;0;HOT2_01:3 HOT2_02:3  HOT2_01:2  HOT2_03:4  HOT2_01  HOT2_04  HOT2_05  HOT2_04  HOT2_05:2  HOT2_06  HOT2_07  HOT2_08  HOT2_07  HOT2_06  HOT2_05  HOT2_04:2 HOT2_01:4
812;Check-In 3;99;0;0;20;8;51;0;0;1;1;-999;999;0;HOT3_01:2 HOT3_02 HOT3_03 HOT3_04:5 HOT3_03 HOT3_01:4 HOT3_05:4 HOT3_01 HOT3_06 HOT3_07:2 HOT3_06:3 HOT3_08:2 HOT3_09 HOT3_10:3 HOT3_09 HOT3_07 HOT3_02 HOT3_01
820;Reisebüro 1;99;0;0;20;8;51;0;0;1;1;-999;999;0;HOTRBB01:3 HOTRBB02:3 HOTRBB01 HOTRBB02 HOTRBB01:2 HOTRBB02:2 HOTRBB03 HOTRBB04 HOTRBB03 HOTRBB02 HOTRBB01 HOTRBB05:5 HOTRBB01 HOTRBB06:7
