Typ;Group;Comment;Update;W'keit;Speed;Faktor;Koffer;Gimmik beim laufen oder Gimmick OffsetX;Gimmick beim warten oder Gimmick OffsetX;OffsetX;OffsetY;Palette;Norden;...;Anz;Osten;...;Anz;Süden;...;Anz;Westen;...;Anz;Rennen: Norden;;Anz;Rennen: Osten;;Anz;Rennen: Süden;;Anz;Rennen: Westen;;Anz;Gimmick;Anz;Winken;Anz;SitzenN;Anz;SitzenS;Anz;Stehen;Stehgimmick;Anz
11;-;Radfahrer;0;100;3;3;-19;-;-;0;0;RAD_PAL.LBM;RAN_01;RAN_01;3;RAO_01;RAO_01;6;RAS_01;RAS_01;3;RAW_01;RAW_01;6;RAW_01;RAW_01;6;RAW_01;RAW_01;6;RAW_01;RAW_01;6;RAW_01;RAW_01;6;RAW_01;-1;RAW_01;-1;RASITN;-1;RASITS;-1;RAWN_01 RAWO_01 RAWS_01 RAWW_01;RAW_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;3;2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Radfahrer;0;100;3;3;19;-;-;0;0;RAD_PAL.LBM;RADN_01;RADN_01;3;RADO_01;RADO_01;6;RADS_01;RADS_01;3;RADW_01;RADW_01;6;RADW_01;RADW_01;6;RADW_01;RADW_01;6;RADW_01;RADW_01;6;RADW_01;RADW_01;6;RADW_01;-1;RADW_01;-1;RASITN;-1;RASITS;-1;RADWN_01 RADWO_01 RADWS_01 RADWW_01;RADW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;3;2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Cowboy;0;100;3;3;-20;-;-;0;0;COW_PAL.LBM;CON_01;CON_01;3;COO_01;COO_01;6;COS_01;COS_01;3;COW_01;COW_01;6;COW_01;COW_01;6;CON_01;CON_01;3;COO_01;COO_01;6;COS_01;COS_01;3;COW_01;-1;COW_01;-1;COSITN;-1;COSITS;-1;COWN_01 COWO_01 COWS_01 COWW_01;COW_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Cowboy;0;100;3;3;20;-;-;0;0;COW_PAL.LBM;COKN_01;COKN_01;3;COKO_01;COKO_01;6;COKS_01;COKS_01;3;COKW_01;COKW_01;6;COKW_01;COKW_01;6;COKN_01;COKN_01;3;COKO_01;COKO_01;6;COKS_01;COKS_01;3;COKW_01;-1;COKW_01;-1;COSITN;-1;COSITS;-1;COKWN_01 COKWO_01 COKWS_01 COKWW_01;COKW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
10;-;Fitnissfrau;0;100;3;3;-21;-;-;0;0;BODY_PAL.LBM;BON_01;BON_01;3;BOO_01;BOO_01;6;BOS_01;BOS_01;3;BOW_01;BOW_01;6;BOW_01;BOW_01;6;BON_01;BON_01;3;BOO_01;BOO_01;6;BOS_01;BOS_01;3;BOW_01;-1;BOW_01;-1;BOSITN;-1;BOSITS;-1;BOWN_01 BOWO_01 BOWS_01 BOWW_01;BOW_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;3;4;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
10;-;Fitnissfrau;0;100;3;3;21;-;-;0;0;BODY_PAL.LBM;BOKN_01;BOKN_01;3;BOKO_01;BOKO_01;6;BOKS_01;BOKS_01;3;BOKW_01;BOKW_01;6;BOKW_01;BOKW_01;6;BOKN_01;BOKN_01;3;BOKO_01;BOKO_01;6;BOKS_01;BOKS_01;3;BOKW_01;-1;BOKW_01;-1;BOSITN;-1;BOSITS;-1;BOKWN_01 BOKWO_01 BOKWS_01 BOKWW_01;BOKW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;3;4;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B1;0;100;3;3;-8;-;-;0;0;B1_PAL.LBM;B1N_01;B1N_01;3;B1O_01;B1O_01;6;B1S_01;B1S_01;3;B1W_01;B1W_01;6;B1W_01;B1W_01;6;B1N_01;B1N_01;3;B1O_01;B1O_01;6;B1S_01;B1S_01;3;B1W_01;-1;B1W_01;-1;B1SITN;-1;B1SITS;-1;B1WN_01 B1WO_01 B1WS_01 B1WW_01;B1W_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B1;0;100;3;3;8;-;-;0;0;B1_PAL.LBM;B1KN_01;B1KN_01;3;B1KO_01;B1KO_01;6;B1KS_01;B1KS_01;3;B1KW_01;B1KW_01;6;B1KW_01;B1KW_01;6;B1KN_01;B1KN_01;3;B1KO_01;B1KO_01;6;B1KS_01;B1KS_01;3;B1KW_01;-1;B1KW_01;-1;B1SITN;-1;B1SITS;-1;B1KWN_01 B1KWO_01 B1KWS_01 B1KWW_01;B1KW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B2;0;100;3;3;-11;-;-;0;0;B2_PAL.LBM;B2N_01;B2N_01;3;B2O_01;B2O_01;6;B2S_01;B2S_01;3;B2W_01;B2W_01;6;B2W_01;B2W_01;6;B2N_01;B2N_01;3;B2O_01;B2O_01;6;B2S_01;B2S_01;3;B2W_01;-1;B2W_01;-1;B2SITN;-1;B2SITS;-1;B2WN_01 B2WO_01 B2WS_01 B2WW_01;B2W_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B2;0;100;3;3;11;-;-;0;0;B2_PAL.LBM;B2KN_01;B2KN_01;3;B2KO_01;B2KO_01;6;B2KS_01;B2KS_01;3;B2KW_01;B2KW_01;6;B2KW_01;B2KW_01;6;B2KN_01;B2KN_01;3;B2KO_01;B2KO_01;6;B2KS_01;B2KS_01;3;B2KW_01;-1;B2KW_01;-1;B2SITN;-1;B2SITS;-1;B2KWN_01 B2KWO_01 B2KWS_01 B2KWW_01;B2KW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B3;0;100;3;3;0;-;-;0;0;B3_PAL.LBM;B3N_01;B3N_01;3;B3O_01;B3O_01;6;B3S_01;B3S_01;3;B3W_01;B3W_01;6;B3W_01;B3W_01;6;B3N_01;B3N_01;3;B3O_01;B3O_01;6;B3S_01;B3S_01;3;B3W_01;-1;B3W_01;-1;B3SITN;-1;B3SITS;-1;B3WN_01 B3WO_01 B3WS_01 B3WW_01;B3W_01;-1
-;-;-;-;-;-;-;-;-;-;0;2;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B4;0;100;3;3;-14;-;-;0;0;B4_PAL.LBM;B4N_01;B4N_01;3;B4O_01;B4O_01;6;B4S_01;B4S_01;3;B4W_01;B4W_01;6;B4W_01;B4W_01;6;B4N_01;B4N_01;3;B4O_01;B4O_01;6;B4S_01;B4S_01;3;B4W_01;-1;B4W_01;-1;B4SITN;-1;B4SITS;-1;B4WN_01 B4WO_01 B4WS_01 B4WW_01;B4W_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B4;0;100;3;3;14;-;-;0;0;B4_PAL.LBM;B4KN_01;B4KN_01;3;B4KO_01;B4KO_01;6;B4KS_01;B4KS_01;3;B4KW_01;B4KW_01;6;B4KW_01;B4KW_01;6;B4KN_01;B4KN_01;3;B4KO_01;B4KO_01;6;B4KS_01;B4KS_01;3;B4KW_01;-1;B4KW_01;-1;B4SITN;-1;B4SITS;-1;B4KWN_01 B4KWO_01 B4KWS_01 B4KWW_01;B4KW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B5;0;100;3;3;0;-;-;0;0;B5_PAL.LBM;B5N_01;B5N_01;3;B5O_01;B5O_01;6;B5S_01;B5S_01;3;B5W_01;B5W_01;6;B5W_01;B5W_01;6;B5N_01;B5N_01;3;B5O_01;B5O_01;6;B5S_01;B5S_01;3;B5W_01;-1;B5W_01;-1;B5SITN;-1;B5SITS;-1;B5WN_01 B5WO_01 B5WS_01 B5WW_01;B5W_01;-1
-;-;-;-;-;-;-;-;-;-;0;2;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business B6;0;100;3;3;0;-;-;0;0;B6_PAL.LBM;B6N_01;B6N_01;3;B6O_01;B6O_01;6;B6S_01;B6S_01;3;B6W_01;B6W_01;6;B6W_01;B6W_01;6;B6N_01;B6N_01;3;B6O_01;B6O_01;6;B6S_01;B6S_01;3;B6W_01;-1;B6W_01;-1;B6SITN;-1;B6SITS;-1;B6WN_01 B6WO_01 B6WS_01 B6WW_01;B6W_01;-1
-;-;-;-;-;-;-;-;-;-;0;2;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business C1;0;100;3;3;-7;-;-;0;0;C1_PAL.LBM;C1N_01;C1N_01;3;C1O_01;C1O_01;6;C1S_01;C1S_01;3;C1W_01;C1W_01;6;C1W_01;C1W_01;6;C1N_01;C1N_01;3;C1O_01;C1O_01;6;C1S_01;C1S_01;3;C1W_01;-1;C1W_01;-1;C1SITN;-1;C1SITS;-1;C1WN_01 C1WO_01 C1WS_01 C1WW_01;C1W_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business C1;0;100;3;3;7;-;-;0;0;C1_PAL.LBM;C1KN_01;C1KN_01;3;C1KO_01;C1KO_01;6;C1KS_01;C1KS_01;3;C1KW_01;C1KW_01;6;C1KW_01;C1KW_01;6;C1KN_01;C1KN_01;3;C1KO_01;C1KO_01;6;C1KS_01;C1KS_01;3;C1KW_01;-1;C1KW_01;-1;C1SITN;-1;C1SITS;-1;C1KWN_01 C1KWO_01 C1KWS_01 C1KWW_01;C1KW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business C2;0;100;3;3;-2;-;-;0;0;C2_PAL.LBM;C2N_01;C2N_01;3;C2O_01;C2O_01;6;C2S_01;C2S_01;3;C2W_01;C2W_01;6;C2W_01;C2W_01;6;C2N_01;C2N_01;3;C2O_01;C2O_01;6;C2S_01;C2S_01;3;C2W_01;-1;C2W_01;-1;C2SITN;-1;C2SITS;-1;C2WN_01 C2WO_01 C2WS_01 C2WW_01;C2W_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business C2;0;100;3;3;2;-;-;0;0;C2_PAL.LBM;C2KN_01;C2KN_01;3;C2KO_01;C2KO_01;6;C2KS_01;C2KS_01;3;C2KW_01;C2KW_01;6;C2KW_01;C2KW_01;6;C2KN_01;C2KN_01;3;C2KO_01;C2KO_01;6;C2KS_01;C2KS_01;3;C2KW_01;-1;C2KW_01;-1;C2SITN;-1;C2SITS;-1;C2KWN_01 C2KWO_01 C2KWS_01 C2KWW_01;C2KW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Chirurg;0;100;3;3;0;-;-;0;0;CH_PAL.LBM;CHN_01;CHN_01;3;CHO_01;CHO_01;6;CHS_01;CHS_01;3;CHW_01;CHW_01;6;CHW_01;CHW_01;6;CHW_01;CHW_01;3;CHW_01;CHW_01;6;CHW_01;CHW_01;3;CHW_01;-1;CHW_01;-1;CHSITN;-1;CHSITS;-1;CHWN_01 CHWO_01 CHWS_01 CHWW_01;CHSITS;-1
-;-;-;-;-;-;-;-;-;-;0;2;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;2;0;-;SK_O01;SK_O01;1;CHSKO_01;CHSKO_01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
10;-;Dicke Frau;0;100;3;2;0;-;-;0;0;DI_PAL.LBM;DIN_01;DIN_01;3;DIO_01;DIO_01;6;DIS_01;DIS_01;3;DIW_01;DIW_01;6;DIW_01;DIW_01;6;DIW_01;DIW_01;3;DIW_01;DIW_01;6;DIW_01;DIW_01;3;DIW_01;-1;DIW_01;-1;DISITN;-1;DISITS;-1;DIWN_01 DIWO_01 DIWS_01 DIWW_01;DIW_01;-1
